restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
1,79250,reallocate,256286,256286,174012,3.06171e-14,600,600,0,18099,8772.42
1,79500,reallocate,256083,256083,174012,2.70187e-14,600,600,0,18095,8787.99
1,79750,reallocate,256083,256083,174012,2.38432e-14,600,600,0,18095,8804.73
1,80000,reallocate,256056,256056,173764,2.10409e-14,600,600,0,18095,9069.83
1,80250,reallocate,256020,256020,173764,1.85679e-14,600,600,0,18091,9099.06
1,80500,reallocate,256020,256020,173764,1.63856e-14,600,600,0,18091,9127.32
1,80750,reallocate,256020,256020,173736,1.44598e-14,600,600,0,18091,9156.71
1,81000,reallocate,255772,255772,173469,1.27603e-14,600,600,0,18080,9185.68
1,81250,reallocate,255745,255745,173469,1.12606e-14,600,600,0,18075,9214.86
1,81500,reallocate,255633,255633,173434,9.93714e-15,600,600,0,18061,9243.82
1,81750,reallocate,255612,255612,173434,8.76922e-15,600,600,0,18054,9272.93
1,82000,reallocate,255612,255612,173434,7.73857e-15,600,600,0,18054,9300.77
1,82250,reallocate,255612,255612,173230,6.82905e-15,600,600,0,18054,9329.48
1,82500,reallocate,255596,255596,173199,6.02642e-15,600,600,0,18052,9358.41
1,82750,reallocate,255559,255559,173148,5.31813e-15,600,600,0,18062,9387.13
1,83000,reallocate,255542,255542,173125,4.69309e-15,600,600,0,18056,9415.61
1,83250,reallocate,255530,255530,173075,4.14151e-15,600,600,0,18054,9443.25
1,83500,reallocate,255494,255494,173054,3.65475e-15,600,600,0,18050,9471.77
1,83750,reallocate,255390,255390,173031,3.22521e-15,600,600,0,18037,9499.7
1,84000,reallocate,255356,255356,173027,2.84615e-15,600,600,0,18036,9526.95
1,84250,reallocate,255315,255315,173027,2.51164e-15,600,600,0,18034,9554.39
1,84500,reallocate,255246,255246,172933,2.21644e-15,600,600,0,18029,9582.35
