pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P421,0,0,0,0,0,1,0,0,0,0,0
P422,0,0,0,0,0,0,0,0,0,1,0
P423,0,0,0,0,0,0,1,0,0,0,0
P424,1,0,0,1,1,2,0,1,1,0,0
P425,0,1,0,1,0,0,0,0,0,0,4
P426,0,1,3,1,2,3,1,1,0,0,2
P427,0,0,1,0,0,0,0,0,0,1,0
P428,0,0,0,1,0,0,0,0,0,0,0
P429,0,0,0,2,0,0,0,0,0,0,0
P430,0,1,1,3,0,1,0,2,0,2,0
P431,0,0,0,0,0,0,0,0,0,1,0
P432,0,1,0,0,0,0,0,0,0,0,0
P433,0,1,5,0,2,1,2,0,0,3,2
P434,0,0,2,0,0,0,0,0,0,0,0
P435,0,1,0,0,1,0,0,0,0,0,0
P436,0,1,0,0,1,0,0,0,0,0,0
P437,0,0,0,1,1,0,0,0,0,0,0
P438,0,0,0,0,1,0,0,0,0,0,0
P439,0,0,0,1,0,0,0,0,0,0,0
P440,0,0,0,0,1,0,0,0,0,0,1
P441,0,0,0,1,0,0,0,0,0,0,0
P442,0,0,0,1,0,0,0,0,0,0,8
P443,0,0,0,1,0,0,0,0,0,0,0
P444,1,0,3,3,0,0,0,0,0,0,0
P445,0,0,0,0,1,0,0,0,0,0,0
P446,1,0,0,0,0,0,0,0,0,0,0
P447,0,0,0,0,0,0,1,0,0,0,0
P448,0,0,1,0,0,0,0,0,0,0,0
P449,0,0,0,0,2,0,0,0,1,1,0
P450,0,1,0,0,0,0,0,0,0,1,0
P451,2,0,0,0,0,0,0,0,0,0,0
P452,0,0,0,0,0,1,0,0,1,0,0
P453,0,0,0,0,0,0,0,1,0,0,0
P454,0,0,1,0,0,2,0,0,0,0,0
P455,0,0,0,0,0,0,0,2,0,0,0
P456,0,0,0,0,1,0,0,0,0,0,1
P457,0,0,0,0,0,1,0,0,0,0,0
P458,0,0,0,0,0,0,0,0,0,1,0
P459,0,0,0,0,0,1,0,0,0,0,0
P460,0,0,0,2,0,0,0,0,0,0,0
P461,0,1,0,1,0,0,0,0,0,0,0
P462,0,0,0,1,0,0,0,0,0,0,1
P463,0,0,0,1,0,0,0,0,0,0,0
P464,0,1,0,0,0,1,0,0,0,0,0
P465,4,0,1,5,5,1,0,0,0,0,8
P466,0,0,0,1,0,0,0,0,0,0,1
P467,0,0,0,0,0,0,0,0,0,0,1
